종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"294630","서남","KOSDAQ","기술성장기업부","기술성장기업","032809","기타 전기장비 제조업","12",,"21389160","500","10694580000","원(KRW)","문승현","031-655-4336","경기도 안성시 원곡면 승량길 52 &nbsp"
"038070","서린바이오","KOSDAQ","우량기업부",,"074607","기타 전문 도매업","12",,"8500676","500","4250338000","원(KRW)","황을문, 강미옥 (각자 대표이사)","031-628-3000","경기도 성남시 분당구 삼평동 694-1 코리아바이오파크(KOREA BIO PARK) A동 4층 "
"006730","서부T&D","KOSDAQ","중견기업부",,"095501","일반 및 생활 숙박시설 운영업","12",,"60399705","500","30199852500","원(KRW)","승만호","02  -2689 -0035","서울특별시 양천구  신정로 167 "
"079650","서산","KOSDAQ","중견기업부",,"032303","시멘트, 석회, 플라스터 및 그 제품 제조업","12",,"20000000","100","2000000000","원(KRW)","염홍섭","(062)950-5000","광주광역시 광산구  하남산단4번로 143 "
"100660","서암기계공업","KOSDAQ","중견기업부",,"032901","일반 목적용 기계 제조업","12",,"12600000","500","6300000000","원(KRW)","권영호, 권형록 (각자 대표이사)","062-960-5000","광주광역시 광산구  하남산단8번로 127-15 (안청동)"
"019770","서연탑메탈","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"11650000","500","5825000000","원(KRW)","최원재, 류병완(각자대표이사)","032-820-3216","인천광역시 남동구  청능대로410번길 40 고잔동,남동공단"
"043710","서울리거","KOSDAQ","중견기업부",,"074607","기타 전문 도매업","12",,"39124309","500","19562154500","원(KRW)","이재규","02-2138-5281","서울시 강남구 강남대로656 5층 서울리거"
"092190","서울바이오시스","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"38223653","500","19111826500","원(KRW)","이영주","031-1566-2771","경기도 안산시 단원구 산단로163번길 65-16 (원시동) "
"046890","서울반도체","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"58305400","500","29152700000","원(KRW)","이정훈, 홍명기","031-1566-2771","경기도 안산시 단원구 산단로 163번길 97-11 "
"063170","서울옥션","KOSDAQ","중견기업부",,"074601","상품 중개업","12",,"17774267","500","8887133500","원(KRW)","이옥경","02-395-0330~4","서울 종로구 평창동 98 "
"027040","서울전자통신","KOSDAQ","중견기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"69588847","500","34794423500","원(KRW)","호경근","032-723-4111","인천광역시 부평구 새벌로 4사무동 4층 "
"018680","서울제약","KOSDAQ","중견기업부",,"032102","의약품 제조업","12",,"8524523","500","4262261500","원(KRW)","윤동현, 신봉환 (각자대표)","02-3470-2300","충청북도 청주시 흥덕구 오송읍 오송생명6로 124-31 서울제약 오송공장"
"093920","서원인텍","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"18600000","500","9300000000","원(KRW)","김재윤","031-428-9500","경기도 군포시 공단로140번길 32-15 -"
"189860","서전기전","KOSDAQ","벤처기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"9698780","500","4849390000","원(KRW)","박대석","02-2223-1000","경기도 이천시 대월면 대월로 667번길 38-19 (주)서전기전 (이천대월 일반산업단지 내)"
"178320","서진시스템","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"18790321","500","9395160500","원(KRW)","정내혁","032-506-2760","경기도 부천시 오정구 산업로 20-22 &nbsp"
"122690","서진오토모티브","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"19541246","500","9770623000","원(KRW)","김성철","031-496-1500","경기도 시흥시 공단1대로 313 "
"140070","서플러스글로벌","KOSDAQ","우량기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"36988000","100","3698800000","원(KRW)","김정웅","031-728-1400","경기도 용인시 처인구 남사읍 서촌로 56 -"
"011370","서한","KOSDAQ","우량기업부",,"064101","건물 건설업","12",,"100894865","500","50447432500","원(KRW)","조종수, 정우필(각자 대표이사)","053 -741 -9980","대구광역시 수성구 명덕로 415 서한빌딩"
"065710","서호전기","KOSDAQ","우량기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"5150000","500","2575000000","원(KRW)","김승남","031-463-6781","경기도 안양시 동안구  귀인로 9 "
"035890","서희건설","KOSDAQ","우량기업부",,"064101","건물 건설업","12",,"229808457","500","114904228500","원(KRW)","김팔수, 김원철(각자 대표이사)","02  -3416-6644","경기도 성남시 분당구  수내로46번길 4 경동빌딩 (수내동,경동빌딩8층)"
"357550","석경에이티","KOSDAQ","기술성장기업부","기술성장기업","032001","기초 화학물질 제조업","12",,"5455000","500","2727500000","원(KRW)","임형섭","031-493-0955","경기도 안산시 단원구 별망로459번길 24 "
"003100","선광","KOSDAQ","우량기업부",,"085209","기타 운송관련 서비스업","12",,"6600000","1000","6600000000","원(KRW)","이도희","032 -8806-562","인천 중구 항동 34-2 "
"171090","선익시스템","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"9204876","500","4602438000","원(KRW)","박재규, 김혜동 (각자 대표이사)","02-8012-1600","경기도 수원시 권선구 산업로155번길 293(고색동) "
"086710","선진뷰티사이언스","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"12203280","500","6101640000","원(KRW)","이성호","031-494-6322","경기도 안산시 단원구 해안로 256 "
"014620","성광벤드","KOSDAQ","중견기업부",,"032401","1차 철강 제조업","12",,"28600000","500","14300000000","원(KRW)","안 재 일","051-3300-200","부산광역시 강서구  녹산산단262로 26 "
"037350","성도이엔지","KOSDAQ","우량기업부",,"137201","건축기술, 엔지니어링 및 관련 기술 서비스업","12",,"15470000","500","7735000000","원(KRW)","강창열,정영용,이윤영,이언웅,김재진(각자대표)","02  -6244-5200","서울특별시 강남구 영동대로106길 42 "
"081580","성우전자","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"15508143","500","7754071500","원(KRW)","조일현,김영도(각자대표이사)","031-362-3100","경기도 안산시 단원구 번영로 68 (성곡동, 시화공단 4마 606호)"
"045300","성우테크론","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"9771293","500","4885646500","원(KRW)","박찬홍","055-279-8420","경남 창원시 성산구 성주동 24-6 "
"015750","성우하이텍","KOSDAQ","우량기업부",,"033003","자동차 신품 부품 제조업","12",,"80000000","500","40000000000","원(KRW)","이명근, 이문용(각자대표)","070-7477-5450","부산광역시 기장군  정관면 농공길 2-9 (주)성우하이텍 "
"080470","성창오토텍","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"7300000","500","3650000000","원(KRW)","이병진","031-650-5400","경기도 안성시  원곡면 청원로 1785-14 "
"043260","성호전자","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"53405384","500","26702692000","원(KRW)","박성재","02-2104-7534","서울특별시 금천구 가산디지털1로 226 에이스하이엔드타워5차 105호, 106호 "
"148150","세경하이테크","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"11784281","500","5892140500","원(KRW)","이영민","031-204-7200","경기도 수원시 권선구 산업로155번길 128 "
"053060","세동","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"17459007","500","8729503500","원(KRW)","윤정상","051-796-7161","부산광역시 기장군  장안읍 장안산단 8로 8 "
"340440","세림B&G","KOSDAQ","벤처기업부",,"032202","플라스틱제품 제조업","12",,"27388364","100","2738836400","원(KRW)","나상수","02 - 3772 - 7340","경기도 평택시 오성면 오성북로 154-51 (주)세림비앤지"
"017510","세명전기","KOSDAQ","중견기업부",,"032509","기타 금속 가공제품 제조업","12",,"15246000","500","7623000000","원(KRW)","권재기, 권철현","051 -316 -6887","부산광역시 사상구 대동로 188 "
"011560","세보엠이씨","KOSDAQ","우량기업부",,"064202","건물설비 설치 공사업","12",,"10530000","500","5265000000","원(KRW)","김우영,이원하(각자 대표이사)","02-2046-7922","서울특별시 서초구  효령로 341 "
"396300","세아메카닉스","KOSDAQ","벤처기업부",,"032509","기타 금속 가공제품 제조업","12",,"26489500","100","2648950000","원(KRW)","조창현","054-467-2024","경상북도 구미시 1공단로10길 80 "
"052190","세영디앤씨","KOSDAQ","투자주의환기종목(소속부없음)",,"189001","창작 및 예술관련 서비스업","12",,"5331891","500","2665945500","원(KRW)","신재흠","070-4699-7060","서울특별시 강남구 학동로 215 4층 401호(씨엘타워)"
"100700","세운메디칼","KOSDAQ","우량기업부",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"43800000","100","4380000000","원(KRW)","이재희","041-584-2903","충청남도 천안시 서북구  입장면 도림길 60 (주)세운메디칼 "
"024830","세원물산","KOSDAQ","관리종목(소속부없음)",,"033003","자동차 신품 부품 제조업","12",,"8350000","500","4175000000","원(KRW)","이정기","053 -582 -5161","경상북도 영천시 도남공단길 53 "
"258830","세종메디칼","KOSDAQ","벤처기업부",,"032701","의료용 기기 제조업","12",,"40666445","100","4066644500","원(KRW)","이재철","031-945-8191","경기도 파주시 신촌2로 11 "
"036630","세종텔레콤","KOSDAQ","우량기업부",,"106102","전기 통신업","12",,"596000000","500","300163063000","원(KRW)","김형진, 유기윤(각자대표)","02-3415-4935","서울특별시 강동구 상일로10길 36세종텔레콤 지식산업센터 "
"039310","세중","KOSDAQ","중견기업부",,"147502","여행사 및 기타 여행보조 서비스업","12",,"18121667","500","9060833500","원(KRW)","천세전,김기백","02-2126-7777","서울특별시 종로구 창경궁로 143 세중타워 6층"
"067770","세진티에스","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"8396593","500","4198296500","원(KRW)","김인식","(031)650-3700","경기도 안성시  원곡면 지문로 51-43 "
"053450","세코닉스","KOSDAQ","중견기업부",,"032703","사진장비 및 광학기기 제조업","12",,"14792803","500","7396401500","원(KRW)","박은경","031-860-1000","경기도 동두천시  평화로2862번길 28 "
"234340","세틀뱅크","KOSDAQ","우량기업부",,"106309","기타 정보 서비스업","12",,"9453000","500","4726500000","원(KRW)","최종원","1600-5220","서울특별시 강남구 테헤란로34길 6, 9~10층 &nbsp;"
"252500","세화피앤씨","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"41486390","100","4148639000","원(KRW)","이훈구","02-555-4019","충청북도 진천군 초평면 은암길 36 -"
"347000","센코","KOSDAQ","기술성장기업부","기술성장기업","032602","전자부품 제조업","12",,"8251244","500","4523122000","원(KRW)","하승철","031-492-0445","경기도 오산시 외삼미로15번길 73 &nbsp"
"331920","셀레믹스","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"8164148","500","4082074000","원(KRW)","김효기, 이용훈","02-6746-8067","서울특별시 금천구 가산디지털1로 131, A동 19층 및 20층 2004호 외 &nbsp"
"049180","셀루메드","KOSDAQ","벤처기업부",,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"39606973","500","19803486500","원(KRW)","유인수","02-3281-0471","서울특별시 금천구  디지털로 130 402(가산동, 에이스테크노타워 9차)"
"299660","셀리드","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"9731192","500","4865596000","원(KRW)","강창율","02-3285-7860","서울시 관악구 관악로 1 서울대학교 142동 5층 "
"268600","셀리버리","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"17333799","500","8666899500","원(KRW)","조대웅","02-3151-8900","서울특별시 마포구 성암로 189 "
"108860","셀바스AI","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"22055945","500","11027972500","원(KRW)","곽민철","02-852-7788","서울특별시 금천구 가산디지털1로 19 대륭테크노타운 18차 20층 "
"208370","셀바스헬스케어","KOSDAQ","벤처기업부",,"032701","의료용 기기 제조업","12",,"21680564","500","10840282000","원(KRW)","유병탁","042-864-4460","대전광역시 유성구 신성로 155 (신성동) "
"068760","셀트리온제약","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"37647257","500","18823628500","원(KRW)","서정수","02-2216-3611","충청북도 청주시 청원구 오창읍 2산단로 82셀트리온제약 "
"091990","셀트리온헬스케어","KOSDAQ","우량기업부",,"074607","기타 전문 도매업","12",,"158126350","1000","158126350000","원(KRW)","김형기","032-850-6400","인천광역시 연수구 아카데미로51번길 19, 4층 "
"060230","소니드","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"98888974","500","49444487000","원(KRW)","최시명","041-410-7777","충청남도 천안시 서북구 2공단7길 50 (차암동)"
"290690","소룩스","KOSDAQ","벤처기업부",,"032804","전구 및 조명장치 제조업","12",,"8256843","100","825684300","원(KRW)","김복덕","041-855-6847","충청남도 공주시 정안면 정안농공단지길 32-22 "
